run_number	pmt_id	pedestal	gain
100155	7	3719.130	4050.660
100155	8	5997.520	6297.830
100155	9	4926.350	5174.560
100156	0	5823.080	6129.530
100156	1	5744.230	6060.830
100156	2	6355.920	6666.910
100156	3	3774.450	4085.050
100156	4	6250.690	6590.450
100156	5	4067.820	4453.430
100156	6	5594.670	5875.650
100156	7	3705.550	4014.910
100156	8	5995.270	6284.570
100156	9	4905.530	5136.030
100157	0	5815.640	6139.360
100157	1	5738.560	6043.360
100157	2	6352.200	6661.960
100157	3	3773.690	4092.990
100157	4	6240.910	6586.380
100157	5	4067.690	4459.500
100157	6	5592.430	5866.030
100157	7	3699.260	4014.520
100157	8	5994.610	6273.270
100157	9	4902.700	5052.440
100158	0	5821.950	6128.610
100158	1	5743.190	6057.270
100158	2	6354.390	6672.840
100158	3	3774.710	4093.070
100158	4	6247.980	6600.190
100158	5	4068.540	4475.950
100158	6	5597.610	5877.990
100158	7	3708.440	4029.410
100158	8	5995.240	6304.440
100158	9	4922.950	5120.180
100159	0	5827.290	6142.070
100159	1	5748.040	6057.080
100159	2	6359.690	6683.980
100159	3	3780.290	4097.330
100159	4	6248.650	6582.660
100159	5	4075.910	4481.660
100159	6	5605.960	5864.890
100159	7	3712.450	4032.170
100159	8	5997.860	6287.160
100159	9	4922.600	5004.870
100161	0	5808.840	6115.300
100161	1	5734.200	6036.650
100161	2	6346.900	6663.850
100161	3	3767.630	4071.310
100161	4	6240.000	6579.250
100161	5	4062.000	4431.550
100161	6	5579.790	5841.720
100161	7	3689.000	3991.980
100161	8	5984.580	6269.640
100161	9	4894.610	5175.280
100169	0	5805.550	6103.520
100169	1	5760.760	6086.210
100169	2	6350.660	6664.110
100169	3	3771.770	4092.250
100169	4	6250.560	6595.590
100169	5	4068.540	4455.210
100169	6	5609.520	5895.950
100169	7	3704.640	4025.190
100169	8	5973.320	6242.070
100169	9	4915.620	5120.920
100170	0	5789.290	6105.030
100170	1	5749.830	6084.710
100170	2	6344.540	6659.950
100170	3	3755.500	4083.790
100170	4	6242.330	6585.280
100170	5	4052.550	4442.710
100170	6	5593.690	5865.440
100170	7	3691.250	4003.160
100170	8	5961.800	6259.940
100170	9	4898.960	5072.810
100171	0	5792.890	6086.860
100171	1	5754.740	6085.440
100171	2	6350.160	6669.260
100171	3	3763.310	4093.210
100171	4	6244.690	6587.210
100171	5	4061.110	4446.930
100171	6	5607.040	5867.750
100171	7	3693.380	4000.990
100171	8	5966.920	6250.200
100171	9	4907.310	2771.430
100174	0	5798.470	6117.170
100174	1	5755.830	6073.630
100174	2	6355.380	6677.980
100174	3	3762.170	4089.230
100174	4	6245.360	6582.060
100174	5	4068.270	4460.330
100174	6	5613.360	5888.500
100174	7	3694.970	4005.910
100174	8	5972.890	6269.450
100174	9	4907.820	5129.730
100175	0	5809.970	6121.350
100175	1	5769.000	6088.450
100175	2	6361.580	6678.460
100175	3	3774.030	4103.550
100175	4	6244.150	6582.960
100175	5	4072.480	4434.900
100175	6	5619.610	5893.490
100175	7	3709.790	4034.790
100175	8	5973.860	6261.000
100175	9	4922.270	5190.230
100176	0	5799.800	6093.550
100176	1	5758.220	6077.850
100176	2	6357.950	6679.560
100176	3	3765.430	4096.640
100176	4	6240.140	6579.840
100176	5	4064.370	4438.800
100176	6	5605.380	5872.770
100176	7	3695.480	4021.430
100176	8	5966.910	6273.310
100176	9	4904.130	5173.800
100177	0	5821.570	6127.460
100177	1	5777.290	6081.630
100177	2	6358.600	6678.520
100177	3	3781.170	4117.580
100177	4	6262.450	6605.560
100177	5	4074.510	4465.750
100177	6	5624.730	5889.850
100177	7	3724.870	4032.020
100177	8	5979.950	6271.120
100177	9	4932.600	5210.560
100178	0	5797.620	6096.690
100178	1	5756.530	6054.930
100178	2	6341.800	6668.910
100178	3	3759.870	4082.870
100178	4	6238.050	6570.400
100178	5	4065.280	4458.560
100178	6	5610.580	5869.430
100178	7	3697.940	4010.460
100178	8	5971.410	6266.860
100178	9	4908.030	5012.580
100179	0	5823.330	6140.300
100179	1	5769.690	6089.400
100179	2	6359.830	6674.120
100179	3	3781.960	4107.260
100179	4	6253.980	6594.180
100179	5	4084.620	4452.610
100179	6	5631.940	5911.000
100179	7	3720.230	4041.690
100179	8	5981.180	6280.710
100179	9	4938.660	5206.280
100180	0	5810.960	6122.550
100180	1	5762.920	6073.450
100180	2	6351.900	6676.000
100180	3	3769.620	4095.370
100180	4	6248.730	6595.830
100180	5	4077.730	4503.120
100180	6	5625.220	5891.330
100180	7	3709.370	4027.830
100180	8	5980.560	6269.010
100180	9	4921.710	5207.320
100181	0	5810.700	6116.120
100181	1	5764.610	6091.440
100181	2	6347.910	6666.130
100181	3	3768.670	4097.680
100181	4	6246.810	6587.010
100181	5	4074.550	4451.550
100181	6	5617.390	5897.750
100181	7	3710.050	4026.860
100181	8	5975.060	6276.210
100181	9	4921.400	5207.110
100182	0	5803.880	6127.560
100182	1	5764.220	6080.120
100182	2	6352.680	6678.030
100182	3	3769.420	4099.600
100182	4	6248.940	6590.980
100182	5	4069.190	4443.020
100182	6	5619.410	5882.920
100182	7	3723.970	4036.320
100182	8	5990.200	6290.620
100182	9	4896.870	5187.980
100183	0	5793.760	6091.540
100183	1	5758.720	6082.700
100183	2	6346.790	6665.920
100183	3	3766.500	4102.160
100183	4	6245.920	6582.730
100183	5	4067.920	4464.840
100183	6	5606.750	5881.200
100183	7	3721.110	4024.630
100183	8	5991.680	6267.110
100183	9	4884.080	4965.080
100185	0	5815.640	6116.710
100185	1	5761.510	6081.200
100185	2	6349.560	6665.480
100185	3	3766.350	4096.040
100185	4	6255.680	6600.070
100185	5	4078.620	4483.900
100185	6	5613.280	5879.050
100185	7	3719.680	4048.060
100185	8	5973.340	6264.360
100185	9	4881.090	5163.340
100186	0	5815.610	6126.790
100186	1	5763.120	6083.530
100186	2	6353.360	6670.920
100186	3	3761.340	4086.110
100186	4	6257.470	6595.920
100186	5	4067.100	4433.990
100186	6	5617.940	5886.270
100186	7	3717.730	4025.310
100186	8	5973.680	6269.200
100186	9	4887.660	5153.230
100187	0	5822.000	6126.640
100187	1	5766.460	6098.870
100187	2	6360.190	6681.210
100187	3	3761.710	4089.520
100187	4	6258.810	6602.940
100187	5	4069.120	4453.580
100187	6	5621.430	5891.540
100187	7	3721.990	4037.190
100187	8	5970.800	6253.960
100187	9	4893.000	5156.500
100188	0	5816.610	6130.770
100188	1	5761.480	6057.610
100188	2	6355.110	6676.820
100188	3	3764.170	4091.550
100188	4	6257.360	6603.310
100188	5	4066.810	4442.270
100188	6	5618.680	5884.910
100188	7	3717.690	4029.890
100188	8	5969.330	6266.400
100188	9	4883.520	5177.160
100190	0	5809.230	6097.500
100190	1	5753.130	6074.410
100190	2	6360.490	6669.560
100190	3	3771.480	4084.980
100190	4	6248.110	6587.830
100190	5	4060.940	4447.860
100190	6	5621.100	5888.550
100190	7	3708.060	4011.500
100190	8	5991.540	6286.810
100190	9	4920.100	5141.850
100191	0	5793.660	6141.200
100191	1	5735.290	6056.180
100191	2	6354.840	6679.350
100191	3	3759.000	4091.450
100191	4	6241.770	6588.810
100191	5	4050.840	4426.920
100191	6	5606.740	5877.350
100191	7	3687.930	4009.010
100191	8	5989.090	6291.380
100191	9	4895.170	5132.580
100192	0	5805.840	6107.130
100192	1	5753.050	6063.510
100192	2	6358.700	6678.690
100192	3	3771.340	4080.380
100192	4	6248.820	6586.730
100192	5	4062.350	4441.340
100192	6	5624.330	5903.220
100192	7	3712.230	4028.360
100192	8	5998.610	6287.470
100192	9	4919.490	5186.220
100193	0	5800.460	6093.830
100193	1	5739.220	6051.650
100193	2	6355.070	6673.810
100193	3	3765.060	4086.690
100193	4	6253.190	6603.660
100193	5	4060.330	4443.760
100193	6	5620.550	5892.290
100193	7	3705.820	4015.910
100193	8	5995.480	6291.560
100193	9	4911.640	5233.780
100194	0	5801.550	6118.230
100194	1	5744.910	6077.720
100194	2	6354.030	6664.240
100194	3	3765.400	4087.990
100194	4	6251.880	6590.570
100194	5	4055.660	4433.010
100194	6	5615.450	5881.310
100194	7	3703.760	4024.820
100194	8	5989.760	6286.450
100194	9	4903.650	4897.410
100195	0	5807.730	6108.700
100195	1	5742.660	6067.330
100195	2	6355.470	6682.000
100195	3	3766.910	4090.940
100195	4	6249.420	6589.490
100195	5	4066.040	4448.400
100195	6	5622.160	5908.360
100195	7	3710.330	4027.960
100195	8	5991.630	6271.210
100195	9	4910.910	5182.530
100196	0	5797.320	6108.870
100196	1	5729.610	6038.190
100196	2	6351.830	6674.960
100196	3	3756.220	4079.900
100196	4	6241.210	6580.440
100196	5	4049.570	4422.430
100196	6	5604.750	5873.600
100196	7	3696.560	4031.930
100196	8	5982.620	6253.920
100196	9	4888.570	5074.420
100197	0	5796.990	6099.980
100197	1	5733.490	6046.420
100197	2	6349.650	6664.950
100197	3	3760.380	4091.800
100197	4	6246.750	6587.460
100197	5	4060.170	4449.820
100197	6	5606.610	5877.690
100197	7	3704.230	4030.960
100197	8	5994.650	6302.260
100197	9	4908.260	5196.600
100198	0	5798.820	6101.480
100198	1	5731.440	6040.640
100198	2	6353.200	6678.160
100198	3	3755.600	4086.680
100198	4	6238.390	6582.460
100198	5	4063.050	4456.330
100198	6	5603.730	5871.090
100198	7	3699.330	4019.770
100198	8	5992.000	6280.290
100198	9	4904.020	5151.720
100199	0	5804.700	6103.760
100199	1	5748.020	6046.000
100199	2	6362.810	6676.000
100199	3	3762.320	4086.940
100199	4	6246.050	6590.440
100199	5	4060.720	4450.720
100199	6	5617.420	5895.190
100199	7	3715.360	4034.220
100199	8	5997.060	6289.270
100199	9	4917.820	5222.300
100200	0	5800.050	6096.320
100200	1	5744.440	6049.700
100200	2	6357.420	6681.630
100200	3	3763.070	4083.600
100200	4	6244.000	6585.340
100200	5	4055.150	4450.130
100200	6	5617.860	5892.940
100200	7	3707.880	4049.810
100200	8	5991.960	6282.290
100200	9	4916.610	5220.350
100201	0	5785.970	6103.150
100201	1	5736.300	6045.070
100201	2	6346.580	6673.840
100201	3	3754.530	4091.200
100201	4	6239.840	6572.050
100201	5	4054.790	4418.900
100201	6	5605.110	5872.290
100201	7	3701.420	4023.230
100201	8	5989.950	6289.780
100201	9	4900.510	5189.680
100203	0	5827.800	6129.110
100203	1	5750.450	6060.910
100203	2	6363.690	6690.610
100203	3	3768.250	4085.260
100203	4	6249.790	6591.030
100203	5	4081.730	4447.950
100203	6	5621.090	5894.730
100203	7	3708.610	4031.780
100203	8	5999.800	6307.190
100203	9	4925.370	5180.740
100204	0	5826.770	6140.580
100204	1	5750.750	6073.610
100204	2	6357.450	6679.860
100204	3	3773.990	4100.040
100204	4	6249.710	6599.600
100204	5	4082.710	4472.190
100204	6	5618.280	5890.150
100204	7	3707.580	4021.840
100204	8	5995.580	6282.210
100204	9	4920.220	5209.360
100205	0	5807.860	6143.410
100205	1	5734.810	6048.970
100205	2	6344.010	6668.280
100205	3	3759.290	4094.670
100205	4	6234.650	6576.430
100205	5	4067.350	4447.080
100205	6	5594.510	5867.110
100205	7	3691.390	4004.260
100205	8	5992.690	6281.420
100205	9	4888.330	5145.450
100206	0	5812.910	6125.780
100206	1	5730.390	6060.720
100206	2	6351.910	6670.060
100206	3	3752.400	4075.730
100206	4	6234.320	6582.260
100206	5	4062.890	4419.540
100206	6	5592.060	5851.630
100206	7	3687.390	4016.290
100206	8	5980.060	6270.750
100206	9	4883.790	2229.210
100207	0	5827.140	6142.140
100207	1	5735.320	6049.630
100207	2	6357.910	6677.010
100207	3	3764.190	4090.170
100207	4	6243.180	6580.590
100207	5	4066.070	4433.110
100207	6	5603.100	5850.450
100207	7	3696.920	4012.670
100207	8	5989.090	6294.140
100207	9	4902.080	5167.970
100208	0	5837.390	6149.730
100208	1	5740.710	6054.070
100208	2	6367.200	6686.090
100208	3	3775.420	4109.970
100208	4	6247.040	6587.600
100208	5	4067.140	4456.570
100208	6	5613.050	5892.110
100208	7	3708.300	4018.700
100208	8	5991.360	6287.820
100208	9	4915.270	5209.760
100209	0	5823.180	6148.450
100209	1	5729.020	6052.980
100209	2	6355.250	6677.270
100209	3	3767.830	4096.890
100209	4	6237.470	6574.620
100209	5	4059.680	4440.410
100209	6	5597.100	5863.890
100209	7	3686.650	4016.320
100209	8	5988.190	6267.490
100209	9	4898.320	4976.360
100210	0	5843.520	6154.760
100210	1	5751.370	6071.250
100210	2	6363.220	6688.890
100210	3	3779.450	4105.770
100210	4	6249.340	6588.700
100210	5	4076.210	4495.830
100210	6	5616.790	5890.490
100210	7	3714.990	4029.390
100210	8	5999.380	6294.530
100210	9	4927.720	5214.540
100211	0	5824.040	6142.020
100211	1	5734.720	6064.940
100211	2	6355.050	6679.160
100211	3	3768.960	4093.080
100211	4	6234.590	6586.360
100211	5	4066.890	4450.570
100211	6	5601.670	5867.730
100211	7	3696.910	4022.470
100211	8	5987.820	6283.460
100211	9	4902.820	5186.470
100212	0	5818.100	6110.070
100212	1	5735.590	6064.790
100212	2	6358.370	6681.860
100212	3	3770.960	4098.230
100212	4	6245.330	6579.700
100212	5	4059.550	4420.460
100212	6	5605.820	5881.260
100212	7	3702.240	4019.050
100212	8	5989.230	6282.700
100212	9	4898.860	5062.460
100213	0	5814.040	6116.380
100213	1	5732.610	6040.730
100213	2	6353.330	6665.800
100213	3	3766.390	4088.790
100213	4	6237.360	6577.120
100213	5	4066.150	4454.910
100213	6	5610.190	5879.140
100213	7	3706.900	4014.670
100213	8	5995.270	6286.980
100213	9	4898.630	5095.360
100214	0	5829.720	6140.670
100214	1	5747.160	6079.390
100214	2	6368.110	6679.850
100214	3	3775.900	4103.250
100214	4	6249.620	6587.490
100214	5	4076.080	4447.660
100214	6	5624.660	5903.510
100214	7	3714.530	4032.270
100214	8	5996.190	6282.790
100214	9	4928.490	5239.550
100215	0	5813.370	6110.250
100215	1	5738.230	6049.150
100215	2	6356.920	6679.200
100215	3	3765.330	4091.500
100215	4	6239.120	6581.540
100215	5	4067.120	4435.930
100215	6	5608.520	5880.100
100215	7	3699.500	4023.970
100215	8	5990.150	6272.520
100215	9	4907.220	5173.680
100216	0	5816.610	6126.750
100216	1	5741.390	6059.830
100216	2	6363.870	6681.770
100216	3	3759.600	4087.590
100216	4	6242.930	6595.570
100216	5	4062.330	4465.260
100216	6	5607.000	5873.760
100216	7	3701.870	4016.660
100216	8	5988.220	6293.650
100216	9	4913.110	5160.330
100217	0	5829.570	6138.510
100217	1	5744.950	6072.570
100217	2	6364.190	6682.000
100217	3	3770.560	4095.080
100217	4	6249.390	6586.990
100217	5	4068.920	4485.320
100217	6	5617.060	5883.470
100217	7	3715.500	4036.400
100217	8	5984.800	6255.800
100217	9	4925.320	5166.220
100218	0	5818.610	6128.360
100218	1	5735.780	6046.380
100218	2	6359.310	6674.990
100218	3	3763.330	4087.520
100218	4	6244.650	6593.700
100218	5	4059.380	4429.670
100218	6	5608.140	5877.610
100218	7	3701.350	4013.040
100218	8	5977.780	6283.900
100218	9	4908.720	5144.540
100219	0	5801.120	6112.530
100219	1	5718.960	6023.590
100219	2	6341.160	6657.170
100219	3	3752.230	4076.060
100219	4	6234.990	6579.840
100219	5	4048.740	4417.030
100219	6	5593.840	5869.070
100219	7	3683.820	3999.150
100219	8	5977.330	6265.090
100219	9	4886.970	5188.680
100220	0	5829.630	6128.450
100220	1	5746.820	6060.970
100220	2	6356.390	6671.770
100220	3	3774.520	4099.740
100220	4	6252.680	6593.160
100220	5	4063.570	4452.260
100220	6	5618.280	5885.590
100220	7	3705.020	4014.560
100220	8	5992.450	6288.670
100220	9	4922.860	5205.660
100221	0	5824.960	6133.810
100221	1	5743.790	6064.350
100221	2	6350.190	6666.920
100221	3	3761.930	4083.480
100221	4	6243.120	6581.290
100221	5	4070.400	4462.700
100221	6	5612.690	5885.900
100221	7	3711.050	4033.080
100221	8	5991.180	6288.130
100221	9	4921.890	5195.480
100222	0	5831.620	6127.850
100222	1	5754.360	6072.430
100222	2	6358.720	6666.200
100222	3	3766.110	4098.120
100222	4	6246.630	6585.300
100222	5	4069.050	4457.020
100222	6	5617.920	5893.190
100222	7	3716.120	4049.030
100222	8	5994.110	6312.680
100222	9	4927.750	5171.030
100223	0	5817.540	6121.080
100223	1	5733.600	6071.250
100223	2	6346.110	6658.270
100223	3	3751.530	4079.890
100223	4	6239.720	6581.420
100223	5	4060.330	4441.170
100223	6	5603.070	5860.130
100223	7	3709.720	4030.800
100223	8	5987.860	6295.240
100223	9	4900.950	5186.790
100224	0	5821.720	6128.170
100224	1	5737.800	6043.850
100224	2	6340.950	6660.440
100224	3	3755.460	4085.880
100224	4	6244.380	6577.590
100224	5	4061.630	4456.850
100224	6	5599.030	5859.670
100224	7	3703.330	4032.880
100224	8	5981.360	6248.480
100224	9	4898.040	5163.210
100225	0	5826.430	6133.360
100225	1	5739.370	6048.000
100225	2	6345.450	6662.330
100225	3	3756.720	4097.350
100225	4	6246.680	6588.630
100225	5	4059.170	4442.090
100225	6	5600.920	5861.640
100225	7	3704.490	4028.720
100225	8	5986.520	6274.910
100225	9	4899.790	5152.880
100226	0	5806.870	6113.210
100226	1	5728.850	6042.360
100226	2	6333.450	6648.610
100226	3	3749.240	4083.170
100226	4	6241.480	6595.710
100226	5	4046.670	4424.820
100226	6	5590.100	5840.630
100226	7	3687.550	4014.080
100226	8	5979.780	6260.810
100226	9	4876.270	3691.590
100227	0	5810.700	6126.620
100227	1	5734.840	6056.080
100227	2	6342.840	6676.180
100227	3	3754.820	4081.020
100227	4	6244.980	6585.260
100227	5	4061.910	4435.760
100227	6	5601.370	5872.350
100227	7	3704.800	4028.810
100227	8	5982.730	6271.380
100227	9	4913.470	5196.790
100228	0	5818.990	6111.670
100228	1	5738.510	6060.450
100228	2	6350.390	6662.480
100228	3	3761.890	4086.290
100228	4	6245.730	6591.420
100228	5	4065.270	4465.490
100228	6	5606.040	5882.050
100228	7	3711.860	4030.690
100228	8	5978.690	6238.080
100228	9	4914.040	5197.240
100229	0	5810.320	6124.080
100229	1	5716.070	6044.910
100229	2	6335.750	6656.880
100229	3	3747.490	4064.470
100229	4	6236.830	6575.850
100229	5	4046.100	4396.430
100229	6	5586.390	5865.470
100229	7	3684.500	4013.450
100229	8	5975.280	6241.080
100229	9	4878.220	5052.120
100230	0	5815.060	6115.730
100230	1	5728.390	6036.390
100230	2	6340.140	6661.370
100230	3	3756.890	4086.660
100230	4	6237.730	6572.470
100230	5	4062.830	4451.860
100230	6	5599.580	5876.800
100230	7	3698.770	4015.270
100230	8	5984.900	6283.930
100230	9	4903.920	5121.300
100231	0	5810.490	6130.280
100231	1	5733.220	6042.630
100231	2	6338.810	6656.410
100231	3	3758.880	4086.760
100231	4	6236.640	6571.720
100231	5	4062.220	4438.870
100231	6	5598.430	5861.930
100231	7	3701.940	4002.290
100231	8	5986.650	6280.930
100231	9	4898.020	5170.490
100232	0	5810.890	6124.970
100232	1	5727.020	6057.080
100232	2	6340.110	6661.970
100232	3	3752.710	4082.580
100232	4	6235.010	6574.440
100232	5	4056.320	4472.860
100232	6	5596.830	5875.440
100232	7	3694.990	4021.030
100232	8	5985.230	6287.970
100232	9	4895.180	5109.130
100233	0	5810.960	6142.230
100233	1	5732.560	6045.840
100233	2	6348.980	6673.780
100233	3	3762.190	4092.850
100233	4	6239.390	6591.610
100233	5	4059.250	4461.060
100233	6	5602.630	5885.360
100233	7	3698.290	4011.190
100233	8	5988.150	6276.300
100233	9	4890.990	3771.600
100234	0	5803.100	6112.600
100234	1	5725.580	6048.580
100234	2	6335.100	6648.880
100234	3	3749.170	4060.210
100234	4	6231.240	6567.770
100234	5	4044.520	4443.170
100234	6	5581.560	5857.530
100234	7	3683.780	4006.600
100234	8	5984.920	6273.000
100234	9	4871.650	4793.500
100235	0	5829.420	6143.030
100235	1	5745.260	6066.130
100235	2	6347.280	6659.840
100235	3	3765.980	4085.460
100235	4	6246.850	6589.490
100235	5	4065.430	4442.880
100235	6	5614.730	5889.060
100235	7	3712.610	4021.810
100235	8	5990.370	6279.290
100235	9	4915.090	5157.560
100236	0	5823.290	6134.500
100236	1	5733.620	6040.190
100236	2	6346.430	6666.880
100236	3	3763.920	4081.830
100236	4	6240.940	6579.710
100236	5	4061.520	4445.550
100236	6	5605.300	5887.400
100236	7	3706.290	4029.130
100236	8	5992.820	6282.430
100236	9	4897.600	5193.160
100237	0	5823.210	6118.710
100237	1	5738.670	6057.570
100237	2	6348.170	6671.090
100237	3	3762.490	4086.710
100237	4	6237.260	6578.550
100237	5	4054.240	4438.160
100237	6	5603.780	5885.710
100237	7	3703.500	4023.040
100237	8	5987.650	6281.610
100237	9	4896.820	5177.260
100238	0	5820.750	6127.090
100238	1	5732.710	6052.380
100238	2	6343.380	6658.410
100238	3	3754.430	4071.740
100238	4	6242.180	6583.780
100238	5	4057.410	4456.000
100238	6	5600.910	5874.000
100238	7	3697.610	4028.110
100238	8	5981.880	6281.960
100238	9	4893.750	5182.810
100239	0	5816.300	6116.740
100239	1	5732.160	6056.460
100239	2	6344.570	6668.020
100239	3	3749.570	4079.940
100239	4	6233.370	6564.280
100239	5	4047.730	4450.690
100239	6	5590.730	5870.160
100239	7	3696.510	4015.030
100239	8	5985.560	6297.290
100239	9	4893.880	5192.130
100240	0	5813.370	6134.870
100240	1	5727.340	6045.490
100240	2	6342.150	6661.920
100240	3	3754.230	4082.560
100240	4	6227.220	6562.930
100240	5	4052.200	4435.640
100240	6	5590.390	5860.780
100240	7	3696.060	4012.260
100240	8	5983.870	6279.200
100240	9	4892.170	5167.890
100241	0	5822.580	6127.320
100241	1	5741.480	6065.720
100241	2	6349.640	6664.160
100241	3	3760.970	4088.670
100241	4	6243.910	6591.550
100241	5	4067.640	4445.890
100241	6	5606.050	5875.720
100241	7	3711.170	4031.860
100241	8	5991.640	6292.430
100241	9	4908.060	5208.220
100242	0	5827.210	6146.940
100242	1	5749.700	6068.570
100242	2	6356.810	6669.650
100242	3	3763.460	4083.720
100242	4	6253.310	6594.340
100242	5	4070.520	4445.250
100242	6	5616.320	5895.010
100242	7	3721.450	4045.100
100242	8	6000.090	6321.620
100242	9	4917.310	5227.160
100243	0	5813.220	6125.850
100243	1	5733.720	6046.180
100243	2	6343.820	6662.670
100243	3	3755.410	4079.960
100243	4	6240.490	6585.870
100243	5	4058.590	4457.600
100243	6	5598.840	5864.990
100243	7	3699.570	4004.690
100243	8	5991.540	6281.690
100243	9	4893.100	5185.280
100244	0	5818.820	6127.150
100244	1	5742.850	6058.560
100244	2	6350.090	6673.090
100244	3	3767.030	4088.100
100244	4	6246.320	6584.020
100244	5	4062.660	4452.310
100244	6	5609.680	5889.310
100244	7	3705.470	4023.960
100244	8	5995.300	6239.750
100244	9	4902.720	5168.830
100245	0	5807.560	6108.210
100245	1	5724.260	6035.330
100245	2	6341.610	6670.870
100245	3	3762.100	4097.240
100245	4	6235.170	6573.820
100245	5	4057.320	4486.150
100245	6	5597.800	5867.830
100245	7	3685.480	4008.840
100245	8	5986.910	6270.040
100245	9	4889.850	5153.400
100246	0	5822.050	6130.290
100246	1	5740.470	6051.020
100246	2	6351.200	6669.180
100246	3	3765.590	4089.870
100246	4	6251.790	6602.130
100246	5	4067.140	4488.490
100246	6	5615.380	5893.560
100246	7	3705.460	4013.240
100246	8	5993.940	6277.350
100246	9	4917.420	3452.390
100247	0	5823.120	6113.480
100247	1	5749.720	6072.140
100247	2	6373.140	7018.230
100247	3	3787.740	4316.170
100247	4	6260.090	6451.470
100247	5	4075.370	5119.670
100247	6	5602.560	5889.820
100247	7	3706.640	4060.870
100247	8	6002.080	5564.910
100247	9	4907.450	4718.480
100248	0	5818.060	6140.720
100248	1	5743.700	6060.970
100248	2	6349.800	6665.770
100248	3	3764.050	4091.710
100248	4	6248.730	6585.570
100248	5	4063.590	4479.940
100248	6	5604.300	5858.190
100248	7	3704.420	4032.910
100248	8	5992.870	6267.170
100248	9	4914.100	5089.820
100249	0	5815.450	6115.280
100249	1	5741.000	6053.140
100249	2	6349.000	6669.470
100249	3	3758.850	4086.000
100249	4	6248.670	6583.140
100249	5	4060.180	4458.280
100249	6	5597.970	5874.250
100249	7	3690.180	4013.790
100249	8	5992.410	6279.310
100249	9	4900.720	5154.010
100250	0	5807.030	5997.230
100250	1	5733.560	5976.640
100250	2	6346.330	6644.400
100250	3	3752.030	4420.950
100250	4	6251.310	6579.910
100250	5	4045.170	4506.330
100250	6	5598.030	5592.220
100250	7	3690.970	3890.300
100250	8	5991.850	5739.810
100250	9	4890.050	3136.510
100251	0	5837.900	6147.460
100251	1	5758.790	5338.710
100251	2	6370.830	7429.840
100251	3	3789.600	3443.230
100251	4	6264.020	6607.470
100251	5	4075.510	4384.700
100251	6	5622.260	5856.560
100251	7	3715.490	3782.420
100251	8	6014.620	5906.670
100251	9	4919.750	4362.510
100253	0	5809.800	6115.090
100253	1	5738.440	6063.230
100253	2	6342.190	6665.170
100253	3	3753.260	4071.190
100253	4	6240.600	6583.390
100253	5	4050.880	4478.310
100253	6	5595.170	5864.850
100253	7	3696.920	4017.370
100253	8	5991.850	6289.250
100253	9	4887.730	5169.220
100254	0	5813.870	6119.000
100254	1	5735.140	6052.390
100254	2	6352.050	6675.400
100254	3	3758.590	4096.260
100254	4	6247.080	6584.210
100254	5	4055.490	4442.810
100254	6	5604.820	5878.540
100254	7	3701.430	4026.360
100254	8	5991.130	6295.500
100254	9	4900.840	5126.700
100255	0	5805.300	6118.390
100255	1	5720.890	6044.300
100255	2	6347.380	6673.150
100255	3	3743.390	4071.060
100255	4	6236.820	6580.610
100255	5	4044.020	4420.770
100255	6	5590.040	5865.000
100255	7	3687.710	4009.540
100255	8	5982.860	6276.850
100255	9	4883.910	5180.050
100256	0	5810.140	6120.280
100256	1	5732.800	6059.960
100256	2	6348.940	6665.010
100256	3	3750.250	4073.050
100256	4	6248.300	6589.120
100256	5	4054.380	4420.250
100256	6	5596.770	5879.010
100256	7	3694.910	4013.760
100256	8	5986.200	6260.320
100256	9	4894.450	5143.470
100257	0	5863.390	0.000
100257	1	5783.000	6021.510
100257	2	6394.250	6823.060
100257	3	3801.930	4103.270
100257	4	6304.290	6619.350
100257	5	4102.010	4504.460
100257	6	5646.930	6590.860
100257	7	3744.550	4684.000
100257	8	6043.430	6401.360
100257	9	4942.990	5247.490
100258	0	5797.530	6104.960
100258	1	5719.910	6033.800
100258	2	6334.330	6652.660
100258	3	3737.360	4057.500
100258	4	6238.660	6583.520
100258	5	4039.000	4414.780
100258	6	5583.720	5861.230
100258	7	3676.880	4006.680
100258	8	5983.280	6256.920
100258	9	4871.510	5131.450
100259	0	5808.540	6102.110
100259	1	5734.160	6064.000
100259	2	6346.670	6675.480
100259	3	3751.440	4077.390
100259	4	6251.060	6586.280
100259	5	4053.940	4449.900
100259	6	5593.670	5863.780
100259	7	3697.650	4024.710
100259	8	5990.180	6270.700
100259	9	4901.440	5072.930
100260	0	5789.230	6119.260
100260	1	5712.580	6022.540
100260	2	6336.070	6661.720
100260	3	3745.900	4064.240
100260	4	6233.210	6572.310
100260	5	4032.540	4402.760
100260	6	5568.800	5839.600
100260	7	3673.800	3993.830
100260	8	5981.130	6254.570
100260	9	4873.110	2667.740
100261	0	5820.260	6131.870
100261	1	5733.990	6061.590
100261	2	6354.700	6668.420
100261	3	3757.330	4079.930
100261	4	6253.420	6593.810
100261	5	4058.980	4444.820
100261	6	5599.660	5877.600
100261	7	3703.770	4033.520
100261	8	5994.380	6281.590
100261	9	4903.860	5052.520
100262	0	5824.750	6137.630
100262	1	5737.020	6046.920
100262	2	6349.820	6663.110
100262	3	3756.870	4084.760
100262	4	6256.810	6598.840
100262	5	4058.260	4444.680
100262	6	5594.180	5869.670
100262	7	3705.230	4022.540
100262	8	5986.720	6293.950
