run_number	pmt_id	pedestal	gain
100262	9	4897.510	5168.960
100265	0	5770.020	6067.700
100265	1	5704.170	6017.930
100265	2	6318.790	6632.790
100265	3	3735.510	4059.270
100265	4	6216.190	6553.430
100265	5	4024.970	4415.370
100265	6	5564.420	5834.300
100265	7	3667.560	3971.880
100265	8	5981.190	6280.360
100265	9	4842.670	5135.690
100266	0	5781.670	6100.560
100266	1	5720.390	6062.470
100266	2	6330.180	6647.860
100266	3	3749.010	4076.790
100266	4	6223.540	6556.910
100266	5	4046.280	4425.940
100266	6	5581.480	5857.550
100266	7	3692.040	4017.290
100266	8	5987.960	6301.670
100266	9	4863.880	4770.810
100267	0	5805.220	6111.460
100267	1	5736.430	6047.660
100267	2	6341.190	6658.910
100267	3	3766.550	4094.180
100267	4	6231.530	6567.320
100267	5	4062.680	4437.260
100267	6	5609.860	5885.080
100267	7	3719.870	4033.220
100267	8	6000.450	6294.010
100267	9	4902.380	5126.500
100268	0	5802.040	6098.390
100268	1	5735.340	6065.730
100268	2	6341.540	6659.450
100268	3	3761.510	4091.300
100268	4	6234.760	6569.880
100268	5	4063.270	4472.790
100268	6	5603.490	5874.680
100268	7	3710.660	4015.700
100268	8	5998.950	6291.850
100268	9	4896.970	5155.390
100269	0	5797.060	6109.560
100269	1	5737.280	6042.690
100269	2	6339.250	6667.890
100269	3	3760.330	4088.110
100269	4	6234.080	6578.500
100269	5	4064.140	4456.380
100269	6	5605.930	5880.540
100269	7	3715.510	4039.260
100269	8	5997.950	6302.200
100269	9	4897.400	5193.380
100270	0	5787.070	6093.510
100270	1	5725.910	6039.560
100270	2	6328.900	6643.540
100270	3	3752.560	4073.600
100270	4	6230.210	6572.720
100270	5	4045.400	4435.530
100270	6	5590.750	5859.620
100270	7	3698.360	4008.330
100270	8	5996.210	6285.830
100270	9	4878.720	5159.960
100271	0	5782.740	6098.860
100271	1	5724.050	6040.870
100271	2	6328.450	6650.360
100271	3	3750.270	4085.450
100271	4	6222.040	6559.810
100271	5	4055.030	4423.860
100271	6	5587.760	5858.960
100271	7	3692.860	4007.690
100271	8	5997.670	6286.190
100271	9	4870.500	4919.510
100272	0	5789.930	6097.730
100272	1	5741.390	6045.550
100272	2	6337.820	6652.060
100272	3	3759.960	4086.560
100272	4	6230.030	6572.170
100272	5	4063.210	4451.700
100272	6	5593.450	5866.080
100272	7	3707.110	4020.910
100272	8	5996.220	6280.410
100272	9	4888.760	5166.420
100273	0	5790.620	6104.790
100273	1	5733.340	6056.800
100273	2	6332.470	6651.700
100273	3	3753.370	4077.140
100273	4	6225.810	6569.170
100273	5	4057.250	4453.110
100273	6	5586.090	5863.880
100273	7	3696.110	4014.210
100273	8	5996.120	6307.680
100273	9	4873.250	5169.010
100274	0	5788.530	6081.730
100274	1	5726.350	6049.350
100274	2	6324.640	6644.060
100274	3	3749.100	4067.850
100274	4	6222.380	6562.390
100274	5	4058.910	4472.290
100274	6	5587.720	5856.580
100274	7	3692.170	4001.980
100274	8	5997.020	6294.680
100274	9	4873.350	5090.490
100275	0	5773.280	6060.940
100275	1	5715.340	6031.580
100275	2	6320.240	6643.580
100275	3	3741.820	4062.870
100275	4	6215.000	6555.160
100275	5	4050.500	4476.600
100275	6	5576.860	5853.270
100275	7	3680.940	4000.350
100275	8	5994.020	6297.110
100275	9	4864.540	3613.380
100276	0	5780.130	6087.980
100276	1	5726.940	6051.380
100276	2	6323.900	6642.620
100276	3	3751.260	4085.120
100276	4	6220.370	6561.320
100276	5	4046.650	4428.310
100276	6	5587.430	5850.470
100276	7	3691.250	4015.200
100276	8	5990.950	6287.730
100276	9	4868.800	5148.480
100277	0	5791.010	6111.870
100277	1	5730.950	6040.910
100277	2	6329.410	6642.210
100277	3	3758.920	4096.720
100277	4	6222.870	6562.160
100277	5	4055.840	4455.750
100277	6	5592.540	5871.730
100277	7	3696.910	4013.910
100277	8	5995.210	6281.950
100277	9	4880.800	5156.900
100278	0	5805.560	6151.620
100278	1	5747.810	6074.680
100278	2	6345.540	6695.490
100278	3	3767.810	4090.650
100278	4	6236.850	7346.850
100278	5	4062.570	3829.590
100278	6	5600.540	5630.590
100278	7	3710.660	4052.010
100278	8	6003.700	5744.110
100278	9	4897.000	5162.530
100279	0	5794.830	5961.980
100279	1	5734.910	6064.460
100279	2	6340.890	6653.260
100279	3	3753.870	4425.330
100279	4	6228.670	6579.330
100279	5	4049.990	5531.980
100279	6	5598.980	5896.620
100279	7	3699.630	4022.440
100279	8	6001.280	5444.500
100279	9	4888.940	5181.440
100280	0	5788.250	6090.940
100280	1	5732.110	6059.780
100280	2	6327.890	6638.280
100280	3	3752.590	4071.310
100280	4	6221.130	6558.160
100280	5	4047.200	4416.550
100280	6	5597.980	5865.580
100280	7	3696.020	4013.600
100280	8	5994.260	6285.570
100280	9	4884.880	5169.370
100281	0	5790.030	6095.370
100281	1	5735.790	6031.220
100281	2	6326.270	6655.080
100281	3	3755.340	4078.090
100281	4	6223.950	6560.340
100281	5	4052.760	4440.110
100281	6	5588.740	5859.980
100281	7	3700.460	4015.010
100281	8	5994.050	6292.430
100281	9	4880.740	4979.700
100282	0	5791.310	6102.770
100282	1	5737.870	6041.320
100282	2	6331.670	6650.830
100282	3	3757.080	4082.620
100282	4	6224.300	6560.900
100282	5	4060.030	4443.930
100282	6	5592.900	5858.860
100282	7	3704.250	4028.120
100282	8	5999.200	6303.950
100282	9	4882.350	5183.860
100283	0	5800.900	6115.060
100283	1	5746.280	6063.690
100283	2	6339.910	6661.290
100283	3	3767.900	4095.230
100283	4	6230.960	6565.790
100283	5	4066.370	4453.560
100283	6	5601.760	5870.520
100283	7	3715.380	4027.620
100283	8	5999.140	6302.430
100283	9	4902.810	5166.220
100284	0	5794.220	6088.910
100284	1	5735.100	6055.110
100284	2	6331.060	6642.470
100284	3	3757.810	4090.800
100284	4	6225.890	6569.610
100284	5	4064.100	4454.330
100284	6	5590.780	5871.070
100284	7	3701.200	4029.840
100284	8	5999.320	6297.800
100284	9	4879.800	5120.370
100285	0	5785.610	6109.780
100285	1	5728.520	6054.390
100285	2	6323.530	6639.660
100285	3	3752.250	4076.570
100285	4	6222.660	6570.560
100285	5	4052.570	4450.220
100285	6	5577.350	5847.580
100285	7	3690.800	4013.020
100285	8	5987.270	6268.700
100285	9	4874.810	5140.140
100286	0	5793.340	6110.560
100286	1	5733.890	6060.460
100286	2	6329.320	6652.270
100286	3	3757.400	4086.550
100286	4	6226.960	6566.940
100286	5	4059.810	4431.120
100286	6	5589.530	5859.380
100286	7	3703.130	4024.560
100286	8	5992.890	6289.340
100286	9	4886.300	5165.060
100287	0	5786.190	6084.950
100287	1	5731.520	6036.680
100287	2	6320.430	6638.880
100287	3	3751.600	4079.840
100287	4	6223.740	6562.040
100287	5	4051.470	4411.000
100287	6	5586.360	5860.300
100287	7	3700.680	4021.600
100287	8	5987.610	6292.360
100287	9	4881.770	5144.750
100288	0	5776.690	6081.210
100288	1	5723.970	6039.290
100288	2	6322.650	6642.340
100288	3	3754.150	4076.930
100288	4	6220.740	6555.650
100288	5	4049.210	4441.900
100288	6	5576.910	5849.820
100288	7	3692.270	4007.980
100288	8	5982.840	6295.990
100288	9	4870.030	5140.810
100289	0	5792.260	6096.050
100289	1	5736.130	6041.100
100289	2	6337.360	6647.100
100289	3	3762.460	4082.230
100289	4	6231.250	6567.480
100289	5	4059.830	4474.480
100289	6	5599.770	5864.900
100289	7	3713.380	4033.590
100289	8	5994.150	6288.150
100289	9	4889.430	5146.860
100290	0	5790.310	6596.540
100290	1	5750.620	6052.700
100290	2	6332.280	5800.260
100290	3	3780.260	3773.590
100290	4	6234.640	6579.520
100290	5	4066.990	4663.790
100290	6	5604.160	5675.190
100290	7	3711.890	4301.850
100290	8	6006.860	4730.630
100290	9	4892.120	4184.090
100291	0	5783.340	6084.960
100291	1	5730.290	6050.910
100291	2	6314.920	6639.560
100291	3	3758.760	4082.890
100291	4	6222.890	6562.460
100291	5	4047.800	4410.310
100291	6	5584.990	5859.260
100291	7	3690.220	4022.660
100291	8	5994.470	6282.010
100291	9	4867.620	5119.160
100292	0	5806.510	6094.060
100292	1	5746.940	6065.250
100292	2	6332.620	6651.240
100292	3	3768.860	4091.400
100292	4	6232.920	6569.190
100292	5	4065.880	4426.410
100292	6	5600.810	5864.660
100292	7	3713.310	4023.120
100292	8	5997.820	6303.380
100292	9	4892.870	5116.280
100293	0	5792.440	6092.860
100293	1	5733.830	6059.150
100293	2	6312.280	6630.430
100293	3	3754.470	4085.120
100293	4	6226.600	6564.970
100293	5	4049.340	4435.100
100293	6	5584.560	5855.560
100293	7	3694.130	4010.570
100293	8	5994.220	6276.660
100293	9	4867.470	5143.980
100294	0	5780.750	6072.000
100294	1	5722.800	6022.920
100294	2	6317.300	6630.010
100294	3	3752.620	4083.200
100294	4	6218.110	6562.090
100294	5	4041.030	4416.860
100294	6	5578.500	5851.980
100294	7	3686.690	4000.080
100294	8	5995.050	6293.870
100294	9	4852.820	5130.760
100295	0	5799.870	6103.030
100295	1	5731.820	6055.060
100295	2	6323.110	6648.050
100295	3	3762.400	4091.760
100295	4	6229.610	6563.810
100295	5	4052.130	4419.970
100295	6	5589.270	5870.120
100295	7	3694.190	4009.750
100295	8	6001.180	6289.220
100295	9	4881.230	5137.030
100296	0	5806.200	6230.750
100296	1	5737.280	6055.280
100296	2	6334.200	6642.880
100296	3	3770.580	4058.600
100296	4	6237.590	6585.920
100296	5	4063.050	4476.500
100296	6	5602.580	5871.150
100296	7	3709.600	4063.140
100296	8	5996.160	6262.120
100296	9	4893.210	5121.550
100297	0	5777.950	6075.260
100297	1	5711.900	6034.760
100297	2	6308.050	6627.750
100297	3	3747.940	4063.880
100297	4	6211.870	6551.480
100297	5	4032.840	4434.130
100297	6	5566.310	5850.620
100297	7	3671.200	3993.340
100297	8	5983.030	6276.940
100297	9	4847.000	5119.690
100298	0	5781.600	6096.040
100298	1	5717.350	6024.480
100298	2	6312.910	6634.900
100298	3	3756.010	4085.050
100298	4	6223.110	6561.030
100298	5	4042.270	4434.910
100298	6	5577.120	5844.700
100298	7	3683.850	4007.740
100298	8	5991.250	6276.340
100298	9	4856.090	5130.560
100299	0	5789.170	6100.190
100299	1	5731.390	6044.090
100299	2	6327.870	6645.430
100299	3	3763.070	4088.470
100299	4	6228.640	6565.150
100299	5	4046.160	4427.280
100299	6	5596.910	5865.050
100299	7	3696.400	4021.950
100299	8	5994.590	6289.220
100299	9	4882.670	5169.490
100300	0	5790.810	6106.060
100300	1	5738.440	6047.650
100300	2	6326.510	6651.680
100300	3	3769.160	4083.520
100300	4	6234.020	6574.490
100300	5	4054.780	4436.870
100300	6	5601.820	5866.180
100300	7	3694.270	4008.780
100300	8	5993.330	6317.670
100300	9	4883.190	5033.530
100301	0	5783.230	6085.820
100301	1	5719.280	6052.470
100301	2	6321.900	6633.390
100301	3	3756.360	4086.620
100301	4	6221.420	6560.550
100301	5	4038.940	4441.400
100301	6	5582.280	5856.370
100301	7	3671.640	3997.290
100301	8	5979.820	6266.610
100301	9	4862.500	5135.900
100302	0	5783.750	6083.540
100302	1	5716.170	6038.390
100302	2	6317.320	6633.190
100302	3	3750.490	4068.890
100302	4	6223.480	6559.130
100302	5	4045.320	4453.720
100302	6	5586.530	5860.190
100302	7	3669.800	3992.170
100302	8	5982.750	6278.830
100302	9	4857.860	5099.450
100303	0	5795.720	6089.540
100303	1	5736.780	6043.520
100303	2	6329.740	6648.110
100303	3	3763.880	4088.240
100303	4	6230.810	6577.690
100303	5	4053.540	4426.340
100303	6	5598.700	5874.890
100303	7	3693.850	4013.820
100303	8	5996.270	6280.450
100303	9	4877.410	5142.300
100304	0	5798.480	6103.810
100304	1	5739.430	6046.780
100304	2	6331.740	6655.740
100304	3	3763.720	4097.830
100304	4	6233.670	6572.550
100304	5	4060.140	4441.040
100304	6	5602.210	5872.130
100304	7	3699.200	4027.800
100304	8	5999.580	6296.750
100304	9	4890.130	5168.270
100305	0	5804.970	6120.590
100305	1	5738.180	6061.430
100305	2	6333.570	6659.860
100305	3	3758.940	4082.990
100305	4	6229.970	6575.870
100305	5	4060.300	4432.910
100305	6	5596.050	5858.790
100305	7	3700.700	4023.210
100305	8	5983.640	6269.490
100305	9	4881.120	5102.190
100306	0	5796.430	6127.690
100306	1	5726.330	6044.410
100306	2	6330.100	6639.820
100306	3	3756.340	4088.130
100306	4	6230.640	6565.070
100306	5	4052.740	4429.320
100306	6	5588.930	5834.960
100306	7	3691.990	4010.520
100306	8	5982.350	6286.260
100306	9	4876.920	5167.590
100307	0	5807.530	6118.960
100307	1	5743.060	6067.520
100307	2	6329.940	6641.670
100307	3	3758.200	4083.310
100307	4	6237.050	6581.720
100307	5	4062.100	4452.890
100307	6	5602.190	5892.060
100307	7	3708.260	4034.050
100307	8	5987.230	6272.160
100307	9	4895.660	5124.290
100308	0	5802.300	6123.490
100308	1	5735.000	6055.820
100308	2	6325.770	6647.750
100308	3	3759.390	4077.030
100308	4	6231.020	6570.870
100308	5	4059.150	4442.610
100308	6	5596.090	5881.120
100308	7	3696.380	4024.670
100308	8	5985.570	6292.800
100308	9	4886.690	5176.300
100309	0	5790.600	6088.370
100309	1	5726.120	6048.590
100309	2	6318.610	6639.590
100309	3	3756.750	4087.940
100309	4	6220.930	6563.570
100309	5	4053.340	4428.410
100309	6	5579.460	5845.500
100309	7	3682.740	4009.760
100309	8	5985.640	6268.340
100309	9	4864.530	5127.320
100310	0	5803.920	6111.970
100310	1	5736.310	6050.360
100310	2	6331.790	6647.030
100310	3	3757.690	4089.440
100310	4	6226.390	6564.860
100310	5	4062.690	4481.960
100310	6	5594.320	5874.850
100310	7	3692.770	4008.570
100310	8	5989.310	6280.380
100310	9	4882.970	5141.400
100311	0	5807.400	6105.830
100311	1	5729.570	6054.050
100311	2	6335.360	6655.170
100311	3	3753.300	4074.310
100311	4	6231.330	6568.490
100311	5	4050.540	4431.110
100311	6	5592.490	5858.830
100311	7	3688.860	4022.880
100311	8	5990.360	6303.060
100311	9	4881.460	5144.050
100312	0	5804.990	6122.240
100312	1	5729.610	6043.090
100312	2	6333.590	6657.190
100312	3	3750.770	4070.750
100312	4	6232.310	6568.170
100312	5	4055.570	4434.900
100312	6	5596.150	5875.210
100312	7	3694.570	4012.820
100312	8	5988.310	6291.710
100312	9	4881.740	5157.290
100313	0	5802.960	6105.330
100313	1	5723.060	6052.800
100313	2	6334.060	6651.000
100313	3	3755.190	4083.120
100313	4	6230.820	6577.600
100313	5	4053.900	4435.590
100313	6	5586.640	5846.370
100313	7	3690.120	4013.110
100313	8	5978.240	6274.910
100313	9	4872.960	5137.060
100314	0	5803.520	6103.390
100314	1	5728.940	6040.300
100314	2	6333.610	6668.610
100314	3	3757.280	4084.670
100314	4	6232.310	6573.960
100314	5	4053.160	4425.540
100314	6	5595.660	5862.430
100314	7	3696.820	3993.880
100314	8	5986.760	6279.050
100314	9	4882.270	5201.660
100315	0	5792.400	6108.760
100315	1	5716.680	6052.560
100315	2	6312.740	6632.720
100315	3	3748.970	4080.110
100315	4	6226.330	6566.200
100315	5	4043.480	4453.970
100315	6	5577.550	5834.770
100315	7	3672.690	3990.160
100315	8	5976.760	6263.630
100315	9	4854.920	5100.900
100316	0	5801.600	6107.910
100316	1	5725.860	6034.620
100316	2	6325.040	6637.260
100316	3	3751.060	4076.910
100316	4	6234.360	6575.950
100316	5	4046.890	4436.360
100316	6	5585.340	5854.500
100316	7	3689.710	4006.890
100316	8	5983.420	6285.900
100316	9	4867.190	5143.400
100317	0	5810.090	6127.580
100317	1	5732.930	6051.310
100317	2	6333.240	6641.950
100317	3	3755.980	4087.030
100317	4	6236.270	6580.070
100317	5	4053.850	4426.380
100317	6	5586.720	5867.710
100317	7	3696.320	4002.040
100317	8	5990.000	6276.170
100317	9	4881.310	5101.860
100319	0	5807.550	6110.020
100319	1	5727.310	6049.430
100319	2	6353.350	6673.550
100319	3	3756.970	4084.370
100319	4	6276.590	6619.350
100319	5	4056.440	4452.850
100319	6	5606.820	5877.590
100319	7	3699.600	4021.180
100319	8	5990.440	6292.280
100319	9	4884.680	5140.650
100320	0	5796.760	6112.490
100320	1	5725.400	6043.700
100320	2	6342.190	6655.540
100320	3	3751.170	4073.410
100320	4	6268.790	6603.190
100320	5	4049.270	4445.020
100320	6	5603.220	5870.470
100320	7	3692.530	4001.760
100320	8	5989.640	6291.510
100320	9	4873.520	5133.030
100321	0	5798.430	6104.280
100321	1	5730.260	6051.360
100321	2	6346.650	6668.890
100321	3	3754.030	4075.070
100321	4	6261.940	6616.090
100321	5	4051.440	4428.430
100321	6	5606.500	5876.840
100321	7	3694.830	4009.880
100321	8	5992.110	6285.340
100321	9	4874.480	5124.580
100322	0	5802.240	6109.810
100322	1	5733.460	6052.650
100322	2	6355.270	6676.780
100322	3	3758.610	4084.330
100322	4	6265.410	6607.700
100322	5	4051.660	4422.150
100322	6	5609.860	5881.840
100322	7	3699.080	4017.740
100322	8	5988.660	6278.860
100322	9	4887.320	5160.280
100323	0	5793.030	6104.120
100323	1	5724.700	6040.750
100323	2	6343.030	6662.720
100323	3	3751.950	4092.440
100323	4	6260.070	6603.290
100323	5	4047.860	4431.610
100323	6	5602.690	5863.650
100323	7	3688.430	4006.350
100323	8	5987.440	6271.370
100323	9	4867.830	5149.330
100324	0	5783.450	6083.330
100324	1	5718.330	6035.260
100324	2	6340.060	6654.470
100324	3	3740.470	4069.560
100324	4	6260.940	6597.260
100324	5	4041.800	4413.820
100324	6	5590.710	5852.860
100324	7	3678.910	3996.060
100324	8	5983.610	6279.900
100324	9	4853.510	3617.500
100325	0	5802.010	6128.920
100325	1	5739.350	6044.010
100325	2	6354.000	6674.210
100325	3	3764.330	4093.870
100325	4	6278.720	6607.590
100325	5	4062.440	4455.400
100325	6	5618.490	5876.960
100325	7	3707.480	4035.080
100325	8	5994.240	6284.810
100325	9	4893.360	5161.430
100326	0	5793.240	6100.940
100326	1	5734.410	6055.270
100326	2	6344.800	6665.480
100326	3	3759.410	4081.980
100326	4	6275.620	6622.750
100326	5	4055.410	4446.080
100326	6	5611.810	5880.390
100326	7	3696.530	4008.440
100326	8	5990.980	6282.010
100326	9	4876.490	5092.630
100327	0	5777.560	6078.880
100327	1	5719.220	6045.900
100327	2	6334.070	6649.630
100327	3	3746.560	4076.780
100327	4	6259.210	6598.180
100327	5	4040.260	4417.080
100327	6	5596.900	5869.930
100327	7	3675.650	3994.540
100327	8	5974.360	6274.910
100327	9	4847.690	5108.530
100328	0	5786.700	6093.690
100328	1	5723.490	6054.800
100328	2	6339.960	6654.810
100328	3	3755.060	4075.680
100328	4	6258.190	6596.270
100328	5	4050.430	4439.300
100328	6	5605.260	5887.880
100328	7	3690.840	4005.750
100328	8	5979.940	6274.780
100328	9	4867.880	5171.350
100329	0	5791.640	6091.860
100329	1	5729.160	6050.990
100329	2	6346.750	6666.280
100329	3	3755.820	4085.690
100329	4	6268.290	6610.500
100329	5	4048.640	4423.390
100329	6	5602.470	5868.450
100329	7	3690.870	4013.320
100329	8	5974.850	6275.670
100329	9	4867.010	5142.350
100330	0	5795.620	6108.770
100330	1	5729.920	6041.470
100330	2	6350.110	6672.570
100330	3	3763.450	4085.120
100330	4	6274.410	6617.200
100330	5	4051.820	4435.590
100330	6	5612.260	5881.510
100330	7	3695.400	4024.630
100330	8	5980.790	6278.950
100330	9	4874.120	5163.000
100331	0	5796.020	6098.580
100331	1	5727.610	6041.570
100331	2	6344.560	6664.940
100331	3	3759.990	4086.980
100331	4	6267.660	6619.740
100331	5	4054.260	4435.070
100331	6	5613.510	5889.740
100331	7	3691.570	4006.070
100331	8	5977.270	6270.550
100331	9	4870.880	5136.720
100332	0	5796.520	6106.160
100332	1	5728.800	6034.110
100332	2	6338.410	6658.260
100332	3	3755.540	4081.640
100332	4	6262.990	6602.270
100332	5	4052.040	4421.850
100332	6	5613.380	5882.110
100332	7	3687.830	4017.640
100332	8	5981.620	6273.270
100332	9	4870.000	5165.930
100333	0	5793.390	6116.990
100333	1	5722.650	6041.940
100333	2	6333.280	6650.430
100333	3	3754.240	4079.540
100333	4	6259.800	6603.240
100333	5	4046.590	4421.390
100333	6	5605.100	5877.530
100333	7	3684.880	3999.140
100333	8	5982.420	6276.230
100333	9	4853.420	5103.790
100334	0	5806.190	6123.420
100334	1	5740.240	6057.780
100334	2	6347.560	6685.450
100334	3	3766.050	4098.050
100334	4	6275.090	6616.500
100334	5	4059.290	4432.080
100334	6	5619.700	5868.300
100334	7	3699.010	4021.400
100334	8	5984.440	6261.590
100334	9	4875.770	4683.170
100335	0	5794.130	6098.850
100335	1	5723.360	6046.680
100335	2	6343.860	6669.470
100335	3	3754.030	4069.660
100335	4	6264.700	6602.810
100335	5	4049.740	4429.340
100335	6	5606.600	5877.430
100335	7	3681.530	4007.700
100335	8	5980.970	6280.090
100335	9	4853.340	5150.230
100336	0	5787.120	6098.250
100336	1	5728.970	6043.570
100336	2	6344.960	6658.670
100336	3	3753.830	4084.470
100336	4	6267.990	6609.470
100336	5	4045.500	4443.640
100336	6	5606.760	5879.220
100336	7	3676.270	3998.440
100336	8	5980.870	6263.190
100336	9	4853.760	5061.400
100337	0	5790.280	6102.250
100337	1	5728.390	6047.480
100337	2	6345.960	6662.290
100337	3	3755.720	4085.620
100337	4	6266.670	6608.720
100337	5	4044.720	4436.140
100337	6	5613.600	5890.940
100337	7	3681.210	4004.520
100337	8	5985.740	6278.230
100337	9	4852.300	5131.420
100338	0	5794.560	6124.280
100338	1	5727.360	6040.960
100338	2	6347.970	6671.870
100338	3	3754.850	4087.290
100338	4	6270.080	6605.740
100338	5	4047.250	4409.150
100338	6	5616.800	5884.840
100338	7	3689.640	3998.820
100338	8	5982.430	6260.200
100338	9	4851.950	5116.820
100339	0	5796.140	6100.650
100339	1	5734.900	6050.670
100339	2	6351.490	6678.540
100339	3	3762.910	4082.240
100339	4	6273.270	6612.500
100339	5	4052.980	4438.460
100339	6	5617.570	5885.510
100339	7	3693.130	4007.370
100339	8	5987.820	6270.760
100339	9	4864.180	5157.910
100340	0	5788.010	6097.130
100340	1	5722.880	6043.400
100340	2	6348.280	6664.110
100340	3	3755.820	4085.610
100340	4	6268.090	6612.270
100340	5	4042.690	4430.370
100340	6	5610.100	5886.200
100340	7	3681.780	4006.670
100340	8	5986.770	6276.170
100340	9	4849.060	5092.270
100341	0	5787.750	6108.500
100341	1	5724.390	6034.940
100341	2	6350.320	6669.500
100341	3	3752.730	4078.940
100341	4	6262.250	6598.090
100341	5	4042.980	4443.050
100341	6	5608.400	5882.450
100341	7	3678.320	3997.300
100341	8	5989.020	6270.320
100341	9	4851.000	5080.870
100342	0	5796.500	6105.270
100342	1	5727.780	6034.460
100342	2	6352.800	6669.140
100342	3	3761.450	4094.610
100342	4	6265.280	6607.580
100342	5	4052.670	4444.610
100342	6	5619.360	5896.960
100342	7	3691.330	3997.710
100342	8	5996.680	6298.180
100342	9	4871.020	5056.150
100343	0	5794.490	6118.410
100343	1	5730.760	6056.680
100343	2	6346.820	6664.890
100343	3	3752.900	4076.160
100343	4	6270.730	6619.770
100343	5	4049.560	4439.020
100343	6	5609.340	5887.780
100343	7	3685.270	3997.060
100343	8	5991.440	6278.740
100343	9	4861.260	5149.850
100344	0	5790.710	6085.680
100344	1	5722.020	6050.190
100344	2	6340.650	6655.210
100344	3	3750.710	4075.280
100344	4	6264.770	6605.630
100344	5	4051.620	4422.690
100344	6	5609.040	5876.180
100344	7	3676.980	3998.690
100344	8	5990.120	6289.230
100344	9	4854.180	4962.990
100345	0	5796.090	6107.250
100345	1	5732.420	6045.320
100345	2	6342.190	6661.320
100345	3	3762.130	4093.350
100345	4	6268.680	6615.050
100345	5	4063.350	4453.490
100345	6	5621.580	5897.720
100345	7	3693.620	4017.460
100345	8	5995.820	6290.630
100345	9	4866.520	5155.610
100346	0	5794.250	6105.720
100346	1	5733.880	6043.210
100346	2	6345.990	6662.240
100346	3	3763.970	4091.030
100346	4	6272.800	6616.480
100346	5	4061.630	4435.560
100346	6	5618.400	5897.720
100346	7	3695.300	4010.950
100346	8	5994.610	6296.620
100346	9	4861.480	5117.970
100347	0	5794.400	6096.530
100347	1	5726.920	6040.580
100347	2	6346.830	6668.330
100347	3	3756.930	4078.450
100347	4	6269.220	6615.230
100347	5	4061.400	4466.780
100347	6	5607.730	5879.630
100347	7	3689.680	4007.030
100347	8	5990.980	6290.570
100347	9	4855.500	5125.110
100348	0	5781.760	6083.920
100348	1	5722.860	6057.830
100348	2	6340.530	6645.640
100348	3	3752.190	4087.060
100348	4	6263.940	6603.800
100348	5	4048.710	4514.550
100348	6	5602.470	5866.320
100348	7	3681.160	3998.270
100348	8	5986.170	6284.090
100348	9	4846.620	5003.390
100349	0	5780.400	6086.900
100349	1	5726.980	6051.140
100349	2	6345.640	6663.340
100349	3	3750.240	4085.470
100349	4	6257.930	6600.240
100349	5	4045.610	4451.980
100349	6	5603.820	5881.450
100349	7	3677.820	4002.350
100349	8	5989.940	6289.510
100349	9	4847.150	5109.800
100350	0	5776.950	6073.540
100350	1	5715.180	6023.630
100350	2	6344.880	6668.020
100350	3	3746.280	4074.840
100350	4	6253.560	6594.090
100350	5	4037.380	4439.860
100350	6	5589.860	5862.690
100350	7	3669.380	3978.760
100350	8	5996.460	6274.530
100350	9	4838.760	5116.970
100351	0	5788.080	6104.640
100351	1	5721.600	6032.050
100351	2	6347.910	6672.070
100351	3	3753.200	4077.080
100351	4	6265.580	6601.650
100351	5	4047.850	4421.610
100351	6	5608.890	5876.520
100351	7	3678.070	3998.180
100351	8	5994.080	6289.660
100351	9	4852.000	5052.020
100352	0	5796.160	6114.710
100352	1	5734.000	6032.040
100352	2	6352.890	6670.610
100352	3	3767.640	4093.090
100352	4	6274.780	6616.490
100352	5	4054.480	4424.980
100352	6	5621.870	5898.830
100352	7	3690.880	4006.950
100352	8	5994.780	6294.230
100352	9	4870.720	5147.280
100353	0	5794.820	6107.250
100353	1	5731.730	6045.940
100353	2	6355.690	6666.530
100353	3	3761.280	4088.310
100353	4	6272.080	6609.630
100353	5	4057.270	4421.980
100353	6	5621.400	5913.250
100353	7	3680.640	4004.700
100353	8	5992.350	6290.410
100353	9	4865.690	5138.270
100354	0	5796.030	6108.150
100354	1	5731.640	6036.290
100354	2	6348.930	6660.580
100354	3	3758.130	4083.050
100354	4	6261.970	6604.620
100354	5	4058.670	4444.450
100354	6	5621.090	5892.450
100354	7	3692.830	4011.400
100354	8	5988.980	6255.940
100354	9	4869.580	5175.640
100355	0	5790.290	6106.540
100355	1	5726.080	6046.600
100355	2	6344.670	6658.370
100355	3	3762.000	4095.800
100355	4	6270.390	6607.470
100355	5	4052.370	4434.060
100355	6	5614.570	5870.930
100355	7	3692.410	4025.290
100355	8	5986.880	6262.660
100355	9	4871.340	5150.260
100356	0	5797.710	6087.180
100356	1	5733.370	6051.660
100356	2	6353.380	6670.280
100356	3	3760.740	4074.830
100356	4	6271.620	6607.320
100356	5	4054.630	4423.580
100356	6	5615.260	5895.030
100356	7	3696.380	4018.170
100356	8	5987.690	6296.190
100356	9	4877.640	5094.190
100357	0	5795.560	6110.190
100357	1	5724.390	6031.380
100357	2	6351.120	6665.470
100357	3	3758.190	4084.790
100357	4	6263.050	6596.560
100357	5	4054.290	4430.150
100357	6	5604.750	5875.520
100357	7	3687.020	3997.040
100357	8	5983.420	6276.900
100357	9	4865.630	5125.100
100358	0	5803.000	6113.360
100358	1	5736.130	6053.410
100358	2	6361.430	6683.910
100358	3	3767.860	4097.870
100358	4	6273.430	6611.580
100358	5	4064.100	4442.770
100358	6	5630.100	5902.960
100358	7	3712.860	4039.950
100358	8	5993.970	6288.380
100358	9	4889.170	5155.880
100359	0	5786.270	6093.410
